Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
ubuntu:22.04,"apt-get update && apt-get install -y gnupg gosu curl ca-certificates zip unzip git supervisor sqlite3 libcap2-bin libpng-dev python2 dnsutils && curl -sS 'https://keyserver.ubuntu.com/pks/lookup?op=get&search=0x14aa40ec0831756756d7f66c4f4ea0aae5267a6c' | gpg --dearmor | tee /etc/apt/keyrings/ppa_ondrej_php.gpg > /dev/null && echo ""deb [signed-by=/etc/apt/keyrings/ppa_ondrej_php.gpg] https://ppa.launchpadcontent.net/ondrej/php/ubuntu jammy main"" > /etc/apt/sources.list.d/ppa_ondrej_php.list && apt-get update && apt-get install -y php8.2-cli php8.2-dev php8.2-pgsql php8.2-sqlite3 php8.2-gd php8.2-imagick php8.2-curl php8.2-imap php8.2-mysql php8.2-mbstring php8.2-xml php8.2-zip php8.2-bcmath php8.2-soap php8.2-intl php8.2-readline php8.2-ldap php8.2-msgpack php8.2-igbinary php8.2-redis php8.2-swoole php8.2-memcached php8.2-pcov php8.2-xdebug && curl -sLS https://getcomposer.org/installer | php -- --install-dir=/usr/bin/ --filename=composer && curl -sLS https://deb.nodesource.com/setup_$NODE_VERSION.x | bash - && apt-get install -y nodejs && npm install -g npm && curl -sS https://dl.yarnpkg.com/debian/pubkey.gpg | gpg --dearmor | tee /etc/apt/keyrings/yarn.gpg >/dev/null && echo ""deb [signed-by=/etc/apt/keyrings/yarn.gpg] https://dl.yarnpkg.com/debian/ stable main"" > /etc/apt/sources.list.d/yarn.list && curl -sS https://www.postgresql.org/media/keys/ACCC4CF8.asc | gpg --dearmor | tee /etc/apt/keyrings/pgdg.gpg >/dev/null && echo ""deb [signed-by=/etc/apt/keyrings/pgdg.gpg] http://apt.postgresql.org/pub/repos/apt jammy-pgdg main"" > /etc/apt/sources.list.d/pgdg.list && apt-get update && apt-get install -y yarn && apt-get install -y mysql-client && apt-get install -y postgresql-client-$POSTGRES_VERSION && apt-get -y autoremove && apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*",WORKDIR /var/www/html,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile
ubuntu:22.04,"setcap ""cap_net_bind_service=+ep"" /usr/bin/php8.2",WORKDIR /var/www/html,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile
ubuntu:22.04,groupadd --force -g $WWWGROUP sail,WORKDIR /var/www/html,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile
ubuntu:22.04,useradd -ms /bin/bash --no-user-group -g $WWWGROUP -u 1337 sail,WORKDIR /var/www/html,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile
ubuntu:22.04,composer install,WORKDIR /var/www/html,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile
ubuntu:22.04,chmod +x /usr/local/bin/start-container,WORKDIR /var/www/html,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile
ubuntu:22.04,echo 'mysql-server mysql-server/root_password password password' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,echo 'mysql-server mysql-server/root_password_again password password' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,"echo ""phpmyadmin phpmyadmin/internal/skip-preseed boolean true"" | debconf-set-selections",,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,"echo ""phpmyadmin phpmyadmin/dbconfig-install boolean false"" | debconf-set-selections",,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,echo 'phpmyadmin phpmyadmin/app-password-confirm password phpmyadmin_password ' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,echo 'phpmyadmin phpmyadmin/mysql/admin-pass password password' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,echo 'phpmyadmin phpmyadmin/mysql/app-pass password password' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,echo 'phpmyadmin phpmyadmin/reconfigure-webserver multiselect apache2' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,echo debconf debconf/frontend select Noninteractive | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,apt-get update,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,apt-get -yq upgrade,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,apt-get -yq install php-gmp apache2 libapache2-mod-php,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,"echo ""ServerName localhost"" >> /etc/apache2/apache2.conf",,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,apt-get -yq install mysql-common mysql-server mysql-client phpmyadmin,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,apt-get -yq install git nano tree curl unzip,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,usermod -d /var/lib/mysql/ mysql,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,echo 'debconf debconf/frontend select Readline' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,a2enmod rewrite actions include,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile
ubuntu:22.04,apt update -q && apt install -y ca-certificates wget && wget -qO /cuda-keyring.deb https://developer.download.nvidia.com/compute/cuda/repos/ubuntu2204/x86_64/cuda-keyring_1.1-1_all.deb && dpkg -i /cuda-keyring.deb && apt update -q,,https://github.com/fly-apps/whisper-example/blob/806a67aae8367e0a9cfa0bcf272beef093880efb/Dockerfile
ubuntu:22.04,apt install -y --no-install-recommends git cuda-nvcc-12-2,,https://github.com/fly-apps/whisper-example/blob/806a67aae8367e0a9cfa0bcf272beef093880efb/Dockerfile
ubuntu:22.04,git clone --depth=1 https://github.com/nvidia/cuda-samples.git /cuda-samples,,https://github.com/fly-apps/whisper-example/blob/806a67aae8367e0a9cfa0bcf272beef093880efb/Dockerfile
ubuntu:22.04,cd /cuda-samples/Samples/1_Utilities/deviceQuery && make && install -m 755 deviceQuery /usr/local/bin,,https://github.com/fly-apps/whisper-example/blob/806a67aae8367e0a9cfa0bcf272beef093880efb/Dockerfile
ubuntu:22.04,apt install -y --no-install-recommends ffmpeg libcudnn8 libcublas-12-2 git python3 python3-pip,,https://github.com/fly-apps/whisper-example/blob/806a67aae8367e0a9cfa0bcf272beef093880efb/Dockerfile
ubuntu:22.04,apt-get update && apt-get install curl -y && apt-get install unzip -y && curl -fsSL https://deb.nodesource.com/setup_18.x | bash - && apt-get install -y nodejs && apt install -y openjdk-18-jdk -y && apt-get clean,,https://github.com/aslamanver/react-native-docker/blob/82d4570fd475910983ab9532c1f4ee27210e739d/Dockerfile
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && echo $TZ > /etc/timezone && apt-get update && apt-get upgrade -y && apt install software-properties-common -y && add-apt-repository ppa:ubuntu-toolchain-r/test && apt-get update && apt install libtinfo6 -y && apt-get install -y git && apt-get install -y wget && apt-get install -y software-properties-common && apt-get install -y gcc-9 && apt-get install -y g++-9 && apt-get install -y bash && apt-get install -y build-essential && apt-get install -y libssl-dev && apt-get install -y libffi-dev && apt-get install -y libgl1-mesa-dev && apt-get install -y fonts-noto-color-emoji && apt-get install -y libportaudio2 && apt-get install -y libxcb-cursor0 && apt-get install -y espeak && apt-get install -y xclip && apt-get install -y libjpeg-dev && apt-get install -y zlib1g-dev && apt-get install -y libpng-dev && apt-get install -y patchelf && apt-get install -y ccache && apt-get install -y libxcb-xinerama0 && apt-get install -y gstreamer1.0-gl && apt-get install -y cmake && apt-get install -y ninja-build && apt-get install -y python3 && apt-get install -y python3-pip && apt-get install -y python3.10 && apt-get install -y python3.10-distutils && apt-get install -y python3.10-tk && apt-get install -y upx && apt-get install -y libgl1-mesa-glx && apt-get install -y libglib2.0-0 && apt-get install -y libsm6 && apt-get install -y libxext6 && apt-get install -y libxrender-dev && ln -s /usr/share/tcltk/tcl8.6 /usr/share/tcltk/tcl8 && rm -rf /var/lib/apt/lists/ && update-alternatives --install /usr/bin/gcc gcc /usr/bin/gcc-9 60 --slave /usr/bin/g++ g++ /usr/bin/g++-9 && rm -rf /var/lib/apt/lists/*,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,wget https://download.qt.io/archive/qt/6.7/6.7.0/single/qt-everywhere-src-6.7.0.tar.xz,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,tar -xf qt-everywhere-src-6.7.0.tar.xz && cd qt-everywhere-src-6.7.0 && cmake -G Ninja -B build -DCMAKE_INSTALL_PREFIX=/usr/local/qt6 && cmake --build build --parallel,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,"cd qt-everywhere-src-6.7.0/build && if [ -f cmake_install.cmake ]; then cmake --install .; else echo ""cmake_install.cmake not found""; exit 1; fi && cd ../.. && rm -rf qt-everywhere-src-6.7.0 qt-everywhere-src-6.7.0.tar.xz",,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,useradd -ms /bin/bash appuser && chown -R appuser:appuser /app && apt-get update && apt-get install -y libxkbcommon-x11-0 && apt-get install -y nvidia-cudnn && rm -rf /var/lib/apt/lists/*,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip install nvidia-pyindex,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip install --upgrade pip,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip install --upgrade setuptools,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip install --upgrade wheel,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip install requests accelerate cmake,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip uninstall torch torchvision -y,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip install torch torchvision --index-url https://download.pytorch.org/whl/cu118 --upgrade,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,"python3 -c ""from accelerate.utils import write_basic_config; write_basic_config(mixed_precision='fp16')""",,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,pip install pyinstaller,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,git clone https://github.com/Capsize-Games/airunner.git /app/airunner && cd /app/airunner && git checkout master && git pull && python3 -m pip install build && python3 -m build && cd /app/airunner/dist && WHL_FILE=$(ls airunner-*.whl) && python3 -m pip install build $WHL_FILE,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile
ubuntu:22.04,apt-get update && apt-get dist-upgrade -y && apt-get install sudo -y && apt-get autoremove -y && apt-get autoclean -y,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y git unzip nginx libpng-dev libonig-dev gettext-base,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,apt-get install software-properties-common -y && add-apt-repository ppa:ondrej/php && apt-get update && apt-get install php7.3 php7.3-cli php7.3-xml php7.3-curl curl git libmysqlclient-dev zip unzip php-zip php7.3-mysql -y,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,apt-get install curl git libmysqlclient-dev zip unzip php7.3-mysql -y,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,"php -r ""copy('https://getcomposer.org/installer', 'composer-setup.php');""","ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,ls -lsa,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,php composer-setup.php --version=1.6.3,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,"php -r ""unlink('composer-setup.php');""","ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,mv composer.phar /usr/local/bin/composer,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
ubuntu:22.04,composer install --no-scripts --no-interaction,"ADD app /srv/app
ADD composer.json /srv/composer.json
ADD composer.lock /srv/composer.lock
ADD renovate.json /srv/renovate.json
ADD src /srv/src
ADD web /srv/web",https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile
registry.docker.com/library/ubuntu:22.04,apt-get update && apt remove --autoremove ruby && apt-get install -y --no-install-recommends make autoconf libssl-dev libreadline-dev zlib1g-dev wget curl git build-essential ca-certificates vim dtach libffi-dev libcurl4-openssl-dev gcc tzdata,,https://github.com/acidtib/ruby-ubuntu-base/blob/98e196eb8d11a043fc2719f03a2f4fb432dc7725/Dockerfile
registry.docker.com/library/ubuntu:22.04,"curl -sL https://github.com/nodenv/node-build/archive/master.tar.gz | tar xz -C /tmp/ && /tmp/node-build-master/bin/node-build ""${NODE_VERSION}"" /usr/local/node && npm install -g yarn@$YARN_VERSION && rm -rf /tmp/node-build-master",,https://github.com/acidtib/ruby-ubuntu-base/blob/98e196eb8d11a043fc2719f03a2f4fb432dc7725/Dockerfile
registry.docker.com/library/ubuntu:22.04,apt-get clean &&  rm -rf /var/cache/apt/archives/* /var/lib/apt/lists/*,,https://github.com/acidtib/ruby-ubuntu-base/blob/98e196eb8d11a043fc2719f03a2f4fb432dc7725/Dockerfile
ubuntu:22.04,"echo  ''  ; touch _TOP_DIR_OF_CONTAINER_  ; echo ""This container build as ubuntu  "" | tee -a _TOP_DIR_OF_CONTAINER_  ; export TERM=dumb      ; export NO_COLOR=TRUE  ; apt-get update ; echo ""installing packages via apt""       | tee -a _TOP_DIR_OF_CONTAINER_  ; apt-get -y --quiet install apt-file ; apt-get -y --quiet install git wget ; apt-get -y --quiet install git file wget gzip bash less vim procps ; echo ""Done installing packages. "" | tee -a _TOP_DIR_OF_CONTAINER_     ; cd /    ; echo """"",,https://github.com/tin6150/python/blob/61f142255a3f27cb8fc4fcc93d00a8974e856d2e/Dockerfile
ubuntu:22.04,"echo ''  ; echo '==================================================================' ; apt-get -y --quiet install git git-all  ; test -d /opt/gitrepo            || mkdir -p /opt/gitrepo             ; test -d /opt/gitrepo/container  || mkdir -p /opt/gitrepo/container   ; cd / ; echo """"",,https://github.com/tin6150/python/blob/61f142255a3f27cb8fc4fcc93d00a8974e856d2e/Dockerfile
ubuntu:22.04,"echo ''  ; echo '==================================================================' ; cd    /opt/gitrepo/container/   ; bash /opt/gitrepo/container/install_dependencies.sh 2>&1 | tee /opt/gitrepo/container/install_dependencies.OUT.TXT  ; git   branch | tee /opt/gitrepo/container/git.branch.OUT.TXT  ; git   log --oneline --graph --decorate | tee /opt/gitrepo/container/git.lol.OUT.TXT  ; cd    /   ; echo  """"",,https://github.com/tin6150/python/blob/61f142255a3f27cb8fc4fcc93d00a8974e856d2e/Dockerfile
ubuntu:22.04,"cd / && touch _TOP_DIR_OF_CONTAINER_ && echo  ""--------"" >> _TOP_DIR_OF_CONTAINER_ && TZ=PST8PDT date  >> _TOP_DIR_OF_CONTAINER_ && echo  ""$DBG_APP_VER""   >> _TOP_DIR_OF_CONTAINER_ && echo  ""Grand Finale for Dockerfile""",,https://github.com/tin6150/python/blob/61f142255a3f27cb8fc4fcc93d00a8974e856d2e/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y $(cat /packages.txt) && rm -rf /var/lib/apt/lists/*,COPY /packages.txt /,https://github.com/mkst/sssv/blob/ff204c209826b89caf29e09a7fb973e73905e5a5/Dockerfile
ubuntu:22.04,python3 -m pip install -r /requirements.txt --no-cache-dir --disable-pip-version-check,COPY /packages.txt /,https://github.com/mkst/sssv/blob/ff204c209826b89caf29e09a7fb973e73905e5a5/Dockerfile
ubuntu:22.04,mkdir /sssv,COPY /packages.txt /,https://github.com/mkst/sssv/blob/ff204c209826b89caf29e09a7fb973e73905e5a5/Dockerfile
ubuntu:22.04,DEBIAN_FRONTEND=noninteractive apt-get update --yes && apt-get install wget --yes && rm -rf /var/lib/apt/lists/*,,https://github.com/gshimansky/data-science-processing-workload/blob/6d3dda82de13fa524459f83b41cde45e8260aa15/Dockerfile
ubuntu:22.04,"adduser --disabled-password --gecos ""Non-root user"" --uid ${UID} --home ${HOME} ${USER}",,https://github.com/gshimansky/data-science-processing-workload/blob/6d3dda82de13fa524459f83b41cde45e8260aa15/Dockerfile
ubuntu:22.04,"wget -nv https://repo.anaconda.com/miniconda/Miniconda3-latest-Linux-x86_64.sh -O /tmp/miniconda3.sh && bash /tmp/miniconda3.sh -b -p ""${CONDA_DIR}"" -f -u && ""${CONDA_DIR}/bin/conda"" init bash && rm -f /tmp/miniconda3.sh",,https://github.com/gshimansky/data-science-processing-workload/blob/6d3dda82de13fa524459f83b41cde45e8260aa15/Dockerfile
ubuntu:22.04,conda update -n base -c defaults conda -y && conda install -n base conda-libmamba-solver,,https://github.com/gshimansky/data-science-processing-workload/blob/6d3dda82de13fa524459f83b41cde45e8260aa15/Dockerfile
ubuntu:22.04,conda create -n ${CONDA_ENV_NAME} --yes --experimental-solver=libmamba -c conda-forge modin-all scikit-learn-intelex xgboost,,https://github.com/gshimansky/data-science-processing-workload/blob/6d3dda82de13fa524459f83b41cde45e8260aa15/Dockerfile
ubuntu:22.04,conda clean --all --yes,,https://github.com/gshimansky/data-science-processing-workload/blob/6d3dda82de13fa524459f83b41cde45e8260aa15/Dockerfile
